,movie_id,title,tags
1637,51248.0,11-11-11,"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11. sibling relationship 공포 스릴러 "
1638,51481.0,Mean Girls 2,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors. woman director high school rivalry 코미디 "
1639,51540.0,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently. bad boss employee death of father stakeout duringcreditsstinger 코미디 범죄 "
1640,51999.0,Perfect Sense,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook. glasgow, scotland street riots co-workers relationship chef boyfriend girlfriend relationship pandemic human nature epidemiologist five senses 드라마 SF 로맨스 "
1641,52015.0,Stake Land,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden. vampire vampire hunter protégé dreary post-apocalyptic 드라마 공포 SF "
1642,52212.0,Miranda,"Miranda is a sensual tavern owner with a taste for men of all types. Over a year's time, Miranda copes with the death of her husband by enjoying the talents of a different lover for each of the four seasons. All the men are delightful, but which one is the best lover, and who will make a suitable husband? widow promiscuity tavern motorcycle urination 1940s sex 코미디 로맨스 "
1643,52274.0,Julia's Eyes,The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister. suicide twin sister knife murder blindness mystery killer 공포 스릴러 
1644,52449.0,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her. classroom manipulation teacher school middle school incompetence gold digger workplace comedy 코미디 "
1645,52451.0,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war. france swordplay sword fight historical fiction musketeer swashbuckler sailing ship damsel in distress king of france 17th century 모험 액션 스릴러 
1646,52699.0,Hatching Pete,"Pete Ivey (Jason Dolley) is the type of guy who's easily overlooked in the school halls -- unlike his boisterous best friend, Cleatus Poole (Mitchel Musso), who's proudly carrying on the family tradition of spreading school spirit as the spirited Brewster High chicken. But when the costume prompts an allergy attack, Poole begs Pete to take his place at center court; the resulting anonymity frees Pete to discover his inner star. Trouble is, it's Poole who's getting all the attention from fans, who think he's the one behind the mask. Meanwhile, Pete's attempts to get noticed by pretty new girl Angela (Josie Loren) are complicated by the fact that she's also entranced with the mysterious man in the chicken suit. In the end, Pete must decide whether facing the possibility of rejection is worth revealing himself for what -- and who -- he really is. 코미디 가족 TV 영화 "
1647,52795.0,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,"Nobita has changed the real world to a world of magic using the ""Moshimo Box"" in admiration of magic. One day, Nobita meets Chaplain Mangetsu, a magic researcher, and his daughter Miyoko. Nobita learns from them that the Great Satan of the Devildom Star is scheming to invade the Earth. The Chaplain tries to find a way out using ancient books, however, the Devildom Star rapidly approaches the Earth by the minute, causing earthquakes and abnormal weather conditions. Nobita, along with his friends, Doraemon, Shizuka, Suneo, Gaian and Dorami, together with Miyoko, storm into the Devildom Star, just like the ""Legendary Seven Heroes"" in an ancient book in order to confront the Great Satan and peace returns to the world of magic. 모험 애니메이션 가족 "
1648,53457.0,Sarah's Key,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws. 드라마 전쟁 "
1649,53478.0,Chip an' Dale,"Donald needs a log for his fire. Unfortunately, the one he picks is occupied by a couple of chipmunks and their stash of acorns. When he cuts it down, Chip and Dale fall out, but their acorns stay behind, so they work at putting out Donald's fire and retrieving their stash. Donald, of course, takes this as calmly and cheerfully as you would expect. short film 애니메이션 가족 "
1650,53501.0,Shark Hunter,"The Megalodon shark. A prehistoric killing machine 60 feet long, flashing 200 pounds of teeth and weighing over 20 tons. It's the deadliest predator the world has ever seen. The scientists say it's been extinct for more than 10,000 years. The scientists are wrong. In the darkness of the deep, an underwater research station has been viciously destroyed. Now a tough team of daring divers led by Spencer Northcutt [Antonio Sabato Jr. ""Melrose Place""] is taking an experimental sub to war. It's killer instinct vs. sophisticated technology, deadly jaws vs. harpoon-tipped torpedoes, mega-shark vs. modern man is a thrilling extreme deep sea fight to the death. shark megalodon 모험 공포 액션 스릴러 SF "
1651,53567.0,Thale,"Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies. huldra 판타지 공포 "
1652,53896.0,Close My Eyes,"After some years of tension, Richard begins a sexual relationship with his sister Natalie. Now married, the relationship proves dangerously obsessional. river thames wheelchair forbidden love marriage based on play or musical wealth taboo incest brother sister relationship 드라마 로맨스 "
1653,53932.0,The Ages of Lulu,"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger. rape sexuality madrid, spain underground eroticism virgin dangerous brother concert games sadomasochism crush threesome kinky 드라마 "
1654,53933.0,Curse of the Weeping Woman: J-ok'el,"An unworldly and closed-minded American travels to a small village in exotic Chiapas, Mexico; at the behest of his estranged mother when his half-sister disappears during a local epidemic of kidnappings attributed to the legendary J-ok'el, the weeping woman, who drowned her own babies, centuries ago and whose spirit has returned to claim more children as her own. 공포 스릴러 "
1655,53985.0,Mutant Pumpkins from Outer Space,"Susan Murphy (a.k.a. Ginormica) and the Monsters are now working with the US government as special ops. So when an alien presence is detected in Susan's hometown of Modesto, California -- right before Halloween -- the team is dispatched to investigate. Everything appears normal, right down to the jack-o-lanterns peering out from every doorstep and windowsill. But when Halloween arrives, those innocent-looking carved pumpkins reveal themselves for what they really are mutant aliens. The altered pumpkins then start to implement their fiendish plan to take over Earth. The Monsters are there to combat the mutant gourds and try to smash their wicked scheme! monster mutant alien 애니메이션 코미디 가족 TV 영화 "
1656,54318.0,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend. scotland world war ii based on children's book giant egg loch ness monster 1940s lake monster 모험 판타지 가족 
1657,54445.0,S.W.A.T.: Firefight,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer. detroit, michigan swat team 액션 스릴러 범죄 "
1658,54551.0,Banana,The Minions fight over a delicious banana... but is that all they want?! laboratory banana apple short film 애니메이션 코미디 가족 
1659,54553.0,Minions: Home Makeover,"A social worker is coming to Gru's house to check if it's suitable for children. Margo, Edith, Agnes and the Minions must take care of the situation. social worker adoptive father father daughter relationship short film 애니메이션 코미디 가족 "
1660,54555.0,She's on Duty,A boisterous detective goes undercover in a high school in order to befriend the teenage daughter of a notorious gangster. high school undercover cop high school student criminal investigation 액션 코미디 
1661,54559.0,Minions: Orientation Day,"With so many jobs to choose from, the Minions have to make serious decisions after watching an 'Initiation Video'. What could go wrong?! slapstick laboratory orientation day short film 애니메이션 코미디 가족 "
1662,54897.0,The Grace Card,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love. loss of loved one family's daily life bible platonic love forgiveness memphis, tennessee hope church service police everyday life police officer father son relationship christian film 드라마 "
1663,54989.0,"Love, Strange Love","Man remembers 48 crucial hours in his life when, as a child, he visited his mother, the favorite woman of an important politician, in a bordello owned by him, right before some important political changes in 1937 Brazil. In those hours, he discovers his own sexuality. 드라마 역사 "
1664,55347.0,Beginners,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend. coming out cancer relationship lgbt older man younger man relationship father son relationship gay father 드라마 코미디 로맨스 "
1665,55420.0,Another Earth,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident. earth tragedy janitor planet cosmology ego solar system 드라마 SF "
1666,55465.0,A Very Harold & Kumar Christmas,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn. holiday beer christmas tree cannabis sequel vulgarity drugs east asian lead buddy beer pong south asian lead 코미디 "
1667,55580.0,P.O. Box Tinto Brass,"This film is a series of letters, photos and video cassettes which women often send in to certain newspapers. By visualizing their story-telling (the name given by the psychologists to their fantasies) the film portrays the confessions, the secret longings, the adventures, recollections, dreams, desires and fantasies of these women. It is an open secret that most women dream of forbidden affairs, secret lovers and hasty encounters but when it comes down to it they lack the courage to pursue their dreams. italian infidelity orgy fetish housewife sexual fantasy secretary undressing masturbation threesome softcore exhibitionism telephone sex erotic movie 코미디 "
1668,55721.0,Bridesmaids,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love. competition jealousy parent child relationship fight materialism bridesmaid female friendship fear of commitment wealth wedding party sexual humor best friend maid of honor drunk wedding dress group of friends missing person casual sex vanity girl fight out of control 코미디 로맨스 "
1669,56590.0,All Star Superman,"Lex Luthor enacts his plan to rid the world of Superman, once and for all. Succeeding with solar radiation poisoning, the Man of Steel is slowly dying. With what little times remains, the Last Son of Krypton must confront the revealing of his secret identity to Lois Lane and face Luthor in a final battle. superhero super power superhuman strength 모험 애니메이션 액션 SF "
1670,57084.0,Satanic Pandemonium,"Sister Maria is known in the convent for her good works and charity, but, in the secret depths of her sexual fantasies, she is tormented by visions of another world - a world where her forbidden passions are allowed to run free. In this world Satan is her master. As her acts of violence and blasphemy mount, Maria realizes that she has been chosen by the Devil to destroy the convent and lead her sister nuns into hell! mexico nun satanism murder nunsploitation 공포 스릴러 미스터리 "
1671,57431.0,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord. new york city subway babysitter house drop-out neighbor duringcreditsstinger 코미디 "
1672,57505.0,My Little Pony: Twinkle Wish Adventure,"When the wishing star disappears, Pinkie and all of her pony friends go on a journey to find it. pony wish fulfillment wishes come true wishing on a star wishes 애니메이션 코미디 가족 TV 영화 "
1673,57718.0,Megamind: The Button of Doom,"For their first day on the job as the new protectors of Metro City, Megamind and Minion are selling off the gadgets from their evil lair. But when one seemingly harmless ""button"" unleashes the gigantic robot MEGA-MEGAmind, the duo will have to resort to their old tricks to restore order. 애니메이션 액션 코미디 가족 "
1674,57876.0,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets. secret base military base alien life-form ufo extraterrestrial alien mockumentary found footage area 51 government conspiracy alien object area 51 exposed 공포 스릴러 SF 미스터리 "
1675,58151.0,Fright Night,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician. sunrise vampire suspicion remake suburbia 공포 코미디 "
1676,58232.0,Chalet Girl,"While working a job at an exclusive ski resort to support her Dad, Kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. She has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, Jonny. competition austria snowboarding birthday party chalet snowboarding competition snow skiing alps mountains ski resort engagement party 코미디 로맨스 "
1677,58244.0,Upside Down,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity? upper class amnesia exploitation forbidden love planet class differences alternate reality gravity cosmetics slum dweller 판타지 드라마 SF 로맨스 "
1678,58428.0,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay. anti terror hotel beer supernatural connecticut towel inn phone whispering 공포 스릴러 "
1679,58496.0,Senna,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later. champion sports rivalry racing teammate driver sports documentary formula one (f1) motorsport 다큐멘터리 "
1680,58508.0,Far Far Away Idol,"Shrek, Fiona, Donkey, Puss in Boots, and the rest of the Far Far Away Kingdom battle it out in a singing competition. 애니메이션 코미디 음악 "
1681,58553.0,Porno, 코미디 로맨스 
1682,58651.0,Lotoman,Modesto and Manuel are brothers whose lives change by wining the lottery. dominican republic 코미디 가족 
1683,58718.0,Siren,"A group of friends escaping the city for a weekend away have a simple plan, to tour the coast for a relaxing weekend. Things hit a snag when one of the friends spots a seductive, sultry young woman waving for help off the shore of one of many secluded islands along the coast. Reaching out to rescue her turns deadly and they risk everything to get off the island alive. 공포 "
1684,59115.0,Quarantine 2: Terminal,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine. 공포 SF 미스터리 
1685,59436.0,Midnight in Paris,"A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better. paris, france painter detective based on novel or book screenwriter camping diary forbidden love time travel midnight nostalgia versailles sculpture past magic realism moulin rouge wine tasting 판타지 코미디 로맨스 "
1686,59678.0,Attack the Block,"A teen gang in a South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion. london, england street gang fireworks chase meteor playground arrest cannabis moped car crash alien social satire creature alien invasion race car fire naive children south london 액션 코미디 SF "
1687,59722.0,2012: Ice Age,"A volcanic eruption in Iceland sends a glacier towards North America, causing everything in it's path to freeze. A family man struggles to escape the onslaught of the coming ice age. ice age natural disaster cell phone frozen alive disaster movie helicopter crash 모험 액션 SF "
1688,59859.0,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation. crime fighter secret identity superhero based on comic aftercreditsstinger teen superhero 모험 액션 범죄 "
1689,59961.0,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead. cia martial arts microchip betrayal on the run shootout interrogation safe house rogue agent cape town, south africa football (soccer) stadium consulate 액션 스릴러 "
1690,59962.0,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman. love triangle friendship dating sushi bar exploding airplane online dating stable karate class animal shelter 액션 코미디 로맨스 
1691,60308.0,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players. underdog california 1970s baseball sports oakland, california based on true story job transfer oakland athletics franchise talent manager statistics 1980s 2000s mlb 드라마 "
1692,60672.0,Crimson Rivers II: Angels of the Apocalypse,"No one is safe when seemingly random killings emerge as a deadly pattern intended to usher in the end of the world.  A murder victim with the same DNA as Christ. A serial killer mimicking the deaths of the 12 Apostles. Inspector Niemans and a young, rebellious detective team up with a beautiful expert in religion to crack the case before their elusive suspect completes the cycle of terror, paving the way to an even bigger bloody catastrophe. monk minister ritual murder apocalypse 액션 스릴러 범죄 "
1693,60816.0,A Change of Seasons,Marriage takes a sour turn when a middle-aged husband falls for a young and sexy woman. Things get even more complicated when his wife starts a hot affair with a younger lover of her own. midlife crisis hot tub polyamory 드라마 코미디 로맨스 
1694,62046.0,Flypaper,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love. shootout dead woman bank robbery 코미디 범죄 미스터리 
1695,62215.0,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth. suicide depression nihilism wedding planner surrealism end of the world wealth wedding reception mansion power outage destruction of planet sister sister relationship 드라마 SF 
1696,62395.0,The Miracle of Marcelino,"Left on the doorstep of a monastery as an infant, Marcelino was raised by the monks. He was well-cared for but lonely and missed having a mother. One day he found a special friend in the forbidden attic, hanging on a cross. A friend that would repay Marcelino's kindness by granting him one heart-felt wish. 드라마 코미디 "
1697,62764.0,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil... attempted murder fairy tale black magic villainess insecurity snow kingdom evil queen enchantress financial problem evil plot duringcreditsstinger 모험 판타지 코미디 가족 "
1698,62838.0,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve. new year's eve illustrator caterer pedicab ticket videoconferencing multiple storylines duringcreditsstinger 코미디 로맨스 
1699,63197.0,Megan Is Missing,"Fourteen-year–old Megan and her best friend Amy spend a lot of time on the internet, posting videos of themselves and chatting with guys online. One night Megan chats with a guy named Josh who convinces her to meet him for a date. The next day, Megan is missing—forever. Based on actual cases of child abduction. rape predator based on true story murder teenage girl internet torture high school friends missing person found footage abduction 드라마 공포 스릴러 "
1700,63492.0,What's Your Number?,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends. based on novel or book loser magazine womanizer mission search boyfriend husband fired past relationship 코미디 로맨스 "
1701,63493.0,The Ledge,A thriller in which a battle of philosophies between a fundamentalist Christian and an atheist escalates into a lethal battle of wills. adultery husband wife relationship infidelity prayer atheist religion 드라마 스릴러 
1702,63710.0,Honey 2,"After a brush with the law, Maria has returned to her gritty Bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself. competition dance sequel bronx, new york city dance crew 드라마 코미디 음악 "
1703,63749.0,Swamp Shark,"Open on gorgeous swamplands of the Atchafalaya Basin in the summer. Lots of beautiful teens are at the beach the weekend before Gator Fest. That night an animal smuggling deal goes wrong and a large sea creature escapes into a swampy backwoods river. At the McDaniel's ""Gator Shack"" restaurant, a local, Jackson is drunk, and gets mangled to bits. The town sheriff blames the carnage on the McDaniel's ""escaped"" pack of gators and tries hauling them off to jail. Rachel McDaniel, head of the family, claims to have seen the fin of a shark! Rachel and her family, along with the help of a mysterious stranger, Charlie, take on the Swampshark and the law to clear their names, save Rachel's kid sister Krystal and prevent the unwitting folks at the upcoming Gator Fest from being torn to shreds by a beast the likes of which no one has ever seen! sheriff shark attack louisiana swamp bikini shark 공포 스릴러 "
1704,64202.0,Batman Beyond: The Movie,"Fuelled by remorse and vengeance, a high schooler named Terry McGinnis becomes the new Batman as he fights crime in the futuristic Gotham City. cartoon superhero based on comic cyberpunk compilation super power super villain dc animated movie universe vigilante justice 애니메이션 액션 SF 가족 TV 영화 "
1705,64205.0,BKO: Bangkok Knockout,"A group of martial arts students are enjoying a reunion party when a bomb goes off in the building. When they wake up, some of their friends have been kidnapped and they soon find a group of assassins coming after them. The only way to survive is to fight their way out. martial arts assassin kidnapping bombing 액션 스릴러 "
1706,64246.0,Colorful,"Upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. He is placed in the body of a 14-year-old boy named Kobayashi Makoto, who has just committed suicide. Watched over by a neutral spirit named Purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in Makoto's body runs out. He also has a number of other lesser duties he must complete, such as understanding what led Makoto to commit suicide in the first place and learning how to enjoy his second chance at life. suicide based on novel or book slice of life school life rebirth anime first person view 애니메이션 드라마 가족 "
1707,64682.0,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await. based on novel or book infidelity obsession hope long island, new york 1920s 드라마 로맨스 "
1708,64807.0,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match. parent child relationship sports rivalry elderly elderly man 코미디 
1709,65055.0,Shark Night 3D,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks. shark attack louisiana dirty cop shark aftercreditsstinger 3d 공포 스릴러 
1710,65215.0,Family Guy Presents: Stewie Griffin: The Untold Story,"The major sub-plot circles around the youngest Griffin, Stewie, who has a near-death experience at a pool when a lifeguard chair falls on him, but he survives. After having a vision of being in Hell, he decides to change his ways, but this doesn't last long. While watching television, he and Brian spot a man that looks like Stewie. Brian is convinced that he is Stewie's real father, until Stewie learns that the man is actually himself as an adult, taking a vacation from his own time period. Baby Stewie visits thirty years later to discover that his adult self, going by the name Stu, is a single blue-collar middle-aged virgin working at a Circuit City-type store. Meanwhile, Peter and Lois are trying to teach their two older kids, Meg and Chris, to date. In the future, Chris, who hasn't changed much, is working as a cop and is married to a foul-mouthed hustler named Vanessa. Meg is now called Ron, since she had a sex-change after college. Written by pepperann210 모험 애니메이션 액션 코미디 "
1711,65291.0,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades. superhero based on comic super power woman director 모험 애니메이션 드라마 액션 SF "
1712,65294.0,The Incredible Hulk,"An accidental overdose of gamma radiation causes a mutation in scientist David Banner's DNA: now whenever he becomes angry, he metamorphoses into a seven-foot-tall, 330-pound, mindless muscular green creature. regret radiation scientist superhuman strength 액션 SF TV 영화 "
1713,65650.0,The Good Doctor,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him. 드라마 스릴러 미스터리 "
1714,65733.0,An Ideal Adventure,"Patrizia, journalist of a weekly Roman, tired of not being given just consideration by its director Eugenio Zafferi, just to be able to get a job worthy of his talent, decides to launch a challenge to his boss: if he can write an article worthy the first page will be promoted, otherwise it will have to give him a night for its inviting thanks. Zafferi accepts the challenge and, on the advice of the editor sailed Orietta Fallani, assigns Patrizia investigation into the sexual fantasies of the Italian. Complicating everything we think Duccio, a taxi driver in the rural south, who has set his sights on the beautiful journalist. journalist 코미디 "
1715,65754.0,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined. rape journalist based on novel or book journalism island hacker nazi punk rock investigation scandinavia stockholm, sweden remake antisocial personality disorder serial killer disappearance hacking sadist bible quote dead cat millennium based on movie abuse 스릴러 범죄 미스터리 "
1716,65851.0,Jackass 3.5,"Johnny Knoxville of 'Jackass' releases unused material of stunts, tricks, antics and shenanigans shot during the production of 'Jackass 3D' that didn't make it into the film, as well as the hilarious outtakes. snake buffalo electric shock bungee-jump stunt stuntman stupidity trumpet sequel old man 액션 코미디 다큐멘터리 "
1717,65869.0,Attraction,A writer/radio advice show host fails to heed his own advice as he stalks his ex-girlfriend and then becomes involved with an actress friend of hers. 스릴러 로맨스 
1718,66129.0,The Tuche Family,"Everyone in the village of Bouzolles knows the Tuche family, who live by the philosophy ""Man is not made to work."" Despite their lack of money, they strive to be happy... that is, until their hand-to-mouth existence is turned on its head. After winning the lottery, the Tuches get rich beyond their wildest dreams and move to Monaco. And while attempting to fit in in their swanky new homeland, they struggle to stay true to the same principles by which they've always lived. monaco lottery 코미디 "
1719,67203.0,Arctic Predator,A team searching for a long-lost ship in the Arctic unwittingly unleash an alien creature that looks like it's made of ice. 액션 스릴러 SF 
1720,68179.0,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet. spacecraft alien rescue escape planet astronaut mission control 모험 애니메이션 코미디 SF 가족 
1721,68263.0,Shakugan no Shana: The Movie,"The movie is more or less a retelling of the first few episodes of the series that is not much more than a slightly padded director's cut. You do learn some interesting details such as where Yugi's dad is, a look at the flame haze who was in the city before Shana, and even a couple of new powers for the Reiji Maigo. The story is certainly fleshed out quite a bit more and the final 15 minutes of the film comprise a surprisingly powerful conclusion (worth the price of admission on its own), but I would have liked a more original story rather then a highly polished version of one that I've already enjoyed. In the end, spectacular visuals, great new music, and well thought out additions to the core story leave you feeling glad to have seen the film. On the other hand, the fact that anything new that was added obviously doesn't change the events that come later in the series means that established fans will likely leave the experience less than satisfied. 애니메이션 "
1722,68335.0,Now & Later,"Sex, politics and American culture are mixed into a combustible combination in Now & Later. Angela is an illegal Latina immigrant living in Los Angeles who stumbles across Bill, a disgraced banker on the run. She takes him in. Through passionate sex, soul-searching conversations ranging from politics to philosophy, and other worldly pleasures, Angela introduces Bill to another worldview. As their affair heats up, the course of Bill's life begins to take an abrupt and unexpected turn. socialism menage a trois nicaragua sandinism poverty acceptance bank fraud repression 드라마 "
1723,68810.0,Dragon Ball: The Magic Begins,This is a live-action version of the popular Japanese animated series Dragon Ball. martial arts based on manga 모험 판타지 액션 
1724,70074.0,Bullet to the Head,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy. bomb corruption detective mercenary louisiana lawyer shootout ex-con 액션 스릴러 범죄 "
